name,latitude,longitude,ndwi
Champcella Champcella Hydroelectric Power Station France - Champcella Hydroelectric Power Station France,44.737,6.575,-0.5530315
Champsanglard,46.2801,1.8891,-0.6997514
Charritte-de-Bas,43.2951,-0.897,-0.5270664
Chartrettes,48.4943,2.7131,-0.72437507
Chastang CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,45.15185,2.00985,-0.14268577
Chaudanne Chaudanne Hydroelectric Power Station France - Chaudanne Hydroelectric Power Station France,43.848,6.544,-0.097246945
Chautagne Chautagne Hydroelectric Power Station France - Chautagne Hydroelectric Power Station France,45.879,5.811,-0.1989225
Cheylas CHEYLAS 1 - Cheylas (Le) Hydroelectric Power Station France,45.3846,6.00207,-0.5087492
Château-Chinon (Campagne),47.0563,3.9403,-0.6810991
Châtel-Montagne,46.1002,3.7168,-0.6894808
Châtellerault,46.8153,0.5526,-0.47820303
Châtelus-le-Marcheix,46.0068,1.6256,-0.74997556
Cierp-Gaud,42.9129,0.6341,-0.75819695
Cize bolozon Cize Bolozon Hydroelectric Power Station France - Cize Bolozon Hydroelectric Power Station France,46.211,5.465,-0.1796427
Claux Claux Hydroelectric Power Station France - Claux Hydroelectric Power Station France,44.876,6.48,-0.45143497
Coiselet Coiselet Hydroelectric Power Station France - Coiselet Hydroelectric Power Station France,46.294,5.592,-0.07044532
Combe d'avrieux COMBE DAVRIEUX 1 - Aussois + Combe d'Avrieux Hydroelectric Power Station France,45.21348,6.72053,-0.305986
Cornimont,47.9686,6.8651,-0.6306411
Couesque COUESQUE - Couesque Hydroelectric Power Station France,44.69609,2.58555,-0.18166353
Curbans CURBANS - Curbans Hydroelectric Power Station France,44.42078,6.02016,0.13083714
Cusset jonage Cusset-Jonage Hydroelectric Power Station France - Cusset-Jonage Hydroelectric Power Station France,45.79,5.025,0.18869294
DONZERE MONDRAGON - Bollene Hydroelectric Power Station France,44.304001,4.742,0.1395732
Domène,45.2044,5.8371,-0.46992588
Egets Egets Hydroelectric Power Station France - Egets Hydroelectric Power Station France,42.955,0.565,-0.739397
Eguzon Eguzon Hydroelectric Power Station France - Eguzon Hydroelectric Power Station France,46.455,1.613,-0.471843
Enchanet Enchanet Hydroelectric Power Station France - Enchanet Hydroelectric Power Station France,45.082,2.194,-0.5133366
Entraygues-sur-Truyère,44.6548,2.5787,-0.745553
Eygliers Eygliers Hydroelectric Power Station France - Eygliers Hydroelectric Power Station France,44.672,6.65,-0.3969196
Eymoutiers,45.7111,1.7405,-0.66453415
Faux-la-Montagne,45.7431,1.9351,-0.69488186
Felletin,45.8905,2.1825,-0.48075128
Fessenheim FESSENHEIM - Fessenheim Hydroelectric Power Station France,47.91466,7.57067,0.111532554
Foix,42.9654,1.6102,-0.47197607
Fontan,44.0215,7.5448,-0.6711266
Fontpédrouse,42.463,2.1949,-0.4506607
Fos,42.8607,0.7473,-0.57182765
Fumel,44.5079,0.9804,-0.698992
Gaillac,43.9165,1.8862,-0.5862447
Gambsheim,48.682,7.919,0.33256555
Gargilesse-Dampierre,46.5061,1.6202,-0.67746454
Genissiat GENISSIAT - Genissiat Hydroelectric Power Station France,46.05271,5.81285,0.025451368
Germ,42.7767,0.4407,-0.62136894
Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France,48.40385,7.72775,0.14717475
Gervans Gervans Hydroelectric Power Station France - Gervans Hydroelectric Power Station France,45.136,4.806,0.07052519
Gignac,43.66361111,3.55722222,-0.23122114
Giuncaggio,42.1921,9.3824,-0.6602509
Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.606,2.605,-0.6069024
Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,45.071,2.067,-0.6685487
Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,45.20597,6.11719,0.212599
Grandrif,45.5205,3.8348,-0.6702561
Grandval Grandval Hydroelectric Power Plant France - Grandval Hydroelectric Power Plant France,44.9219,3.0745,-0.14326711
Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,45.467,4.248,-0.18900155
Guchen,42.8567,0.3213,-0.73017156
Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France,45.06,1.994,-0.761495
Hauteluce,45.7642,6.6156,-0.6560481
Hermillon HERMILLON,45.28424,6.35799,-0.15133177
Hillion,48.5028,-2.6463,-0.6172579
Hospitalet l' Hospitalet (L') Hydroelectric Power Station France - Hospitalet (L') Hydroelectric Power Station France,42.588,1.797,-0.2985995
Hourat Hourat Hydroelectric Power Station France - Hourat Hydroelectric Power Station France,43.075,-0.42,-0.38984835
Izernore,46.2184,5.5632,-0.67491066
Jouques Jouques Hydroelectric Power Station France - Jouques Hydroelectric Power Station France,43.681,5.656,-0.12182959
Jouy-aux-Arches,49.0644,6.0867,-0.7006964
Kembs KEMBS - Kembs Hydroelectric Power Station France,47.655,7.52,0.17637004
L'Isle-Jourdain,46.2384,0.6985,-0.6322552
La Bastide-Puylaurent,44.5658,3.888,-0.6554584
La Bathie - Roseland,45.68545,6.62249,0.017299853
La Bresse,48.0184,6.9255,-0.6662438
La Bridoire,45.5299,5.7378,-0.6678107
La Grave,45.0601,6.2836,-0.62739855
La Llagonne,42.5377,2.094,-0.6480187
La Roche-de-Rame,44.7659,6.617,-0.5519251
La Soula,42.7225,0.41944444,-0.5573175
Lacourt,42.9332,1.1708,-0.7605573
Laguiole,44.6943,2.8677,-0.7095522
Lanau Lanau Hydroelectric Power Station France - Lanau Hydroelectric Power Station France,44.891,3.003,-0.446891
Landry,45.5637,6.7617,-0.65737766
Langogne,44.7238,3.8338,-0.59172714
Lantosque,43.9706,7.3049,-0.65182155
Laparan,42.6717259,1.7009906,-0.6014387
Lardy Lardy Hydroelectric Power Station France - Lardy Hydroelectric Power Station France,44.662,2.583,-0.24900347
Largue Largue Hydroelectric Power Station France - Largue Hydroelectric Power Station France,43.854,5.859,-0.23275883
Laroquebrou,44.9744,2.1934,-0.6906613
Larrau,43.01,-0.973,-0.73331946
Laval,45.2362,5.9815,-0.68942046
Laval cere & Laval de Cere  1 & 2 Hydroelectric Power Station France - Laval de Cere  1 & 2 Hydroelectric Power Station France,44.953,1.95,-0.5327761
Laval-de-Cère/Barrage de Brugale,44.9443,1.9359,-0.72953016
Lavours,45.8115,5.7724,-0.58988994
Lazer le Lazer (Le) Hydroelectric Power Station France - Lazer (Le) Hydroelectric Power Station France,44.346,5.868,-0.4876267
Le Bourg-d'Hem,46.3006,1.8404,-0.68593544
Le Cannet-des-Maures,43.3739,6.3755,-0.5741761
Le Palais-sur-Vienne,45.8737,1.3248,-0.67142916
Le Tech,42.4418,2.513,-0.7281128
Licq atherey Licq-Atherey Hydroelectric Power Station France - Licq-Atherey Hydroelectric Power Station France,43.048,-0.886,-0.5475341
Livet-et-Gavet,45.0905,5.9188,-0.63656014
Livinhac-le-Haut,44.5968,2.2161,-0.70695186
Lot Lot Hydroelectric Power Station France - Lot Hydroelectric Power Station France,44.663,2.664,-0.3874833
Loudenvielle,42.7302,0.4323,-0.28547674
Lugo di nazza Lugo Di Nazza Hydroelectric Power Station France - Lugo Di Nazza Hydroelectric Power Station France,42.091,9.316,-0.4131589
Lusigny-sur-Barse,48.263,4.2773,-0.68105525
Luz-Saint-Sauveur,42.8322,0.0177,-0.64736485
Luzenac,42.7199,1.7426,-0.69401395
MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,44.499001,4.708,0.1684464
Malgovert,45.61787,6.79074,-0.3023314
Mallemort Mallemort Hydroelectric Power Station France - Mallemort Hydroelectric Power Station France,43.715,5.205,-0.31618318
Manosque voix Manosque-Voix Hydroelectric Power Station France - Manosque-Voix Hydroelectric Power Station France,43.85081,5.83276,-0.34544677
Marcillac - barrage la Valette,45.215,2.038,-0.6462555
Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France,48.15371,7.5898,0.120434046
Mareges MAREGES - Mareges Hydroelectric Power Station France,45.39171,2.36446,-0.17383884
Mazamet,43.458,2.3893,-0.7534428
Mazet Hydroelectric Power Station France - Mazet Hydroelectric Power Station France,45.801,1.803,-0.55846244
Metz/Central hydraulique de Metz-Wadrinau,49.1198,6.154,-0.18657736
Meyras,44.6766,4.2604,-0.731947
Millac/La Roche,46.1954,0.7055,-0.5089878
Miramont-de-Comminges,43.0912,0.7558,-0.81443095
Mirandol-Bourgnounac,44.1468,2.1715,-0.65677875
Mizoën,45.0431,6.1821,-0.5512288
Monceaux La Virolle Hydroelectric Power Station France - Monceaux La Virolle Hydroelectric Power Station France,45.576,1.84,-0.57383496
Montahut Montahut Hydroelectric Power Station France - Montahut Hydroelectric Power Station France,43.571,2.94,-0.5830852
Montauban,44.0226,1.3638,-0.46094576
Montbrun,44.5114,1.9032,-0.59931564
Monteynard MONTEYNARD - Monteyard-Avigonnet Hydroelectric Power Station France,44.96118,5.68874,0.06640896
Montezic MONTEZIC 1 - Montezic Pump Storage Hydroelectric Power Station France,44.73766,2.64342,-0.5888021
Montpezat MONTPEZAT,44.69026,4.27215,-0.45300084
Montsapey,45.5313,6.3673,-0.74585617
Motz,45.9191,5.8448,-0.57102746
Moux charmines Moux Charmines Hydroelectric Power Station France - Moux Charmines Hydroelectric Power Station France,46.277,5.554,-0.6010762
Moûtiers,45.4864,6.5373,-0.5726
Méolans-Revel,44.371,6.498,-0.570258
Méréville,48.5912,6.1369,-0.7056752
Nantes-en-Ratier,44.9279,5.8283,-0.6192052
Nentilla Nentilla Hydroelectric Power Station France - Nentilla Hydroelectric Power Station France,42.772,2.213,-0.5963372
Neuville-sur-Ain,46.08166667,5.37944444,-0.5114092
Noirefontaine/Dampjoux,47.3471,6.7644,-0.6376923
Nyer,42.5014,2.2744,-0.59086096
Ocana Ocana Hydroelectric Power Station France - Ocana Hydroelectric Power Station France,41.946,8.935,-0.505741
Olargues,43.5411,2.9176,-0.66032505
Olette,42.5962,2.2423,-0.535822
Oloron-Sainte-Marie,43.16305556,-0.59194444,-0.5230931
Oo Hydroelectric Power Station France - Oo Hydroelectric Power Station France,42.804,0.56,-0.7256507
Oraison ORAISON - Oraison Hydroelectric Power Station France,43.92101,5.92438,-0.3938124
Orelle,45.20308,6.57913,-0.5410661
Orgeix,42.6757,1.8767,-0.7025742
Orlu Orlu Hydroelectric Power Station France - Orlu Hydroelectric Power Station France,42.689,1.912,-0.54431486
Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France,47.77399,7.52246,0.0691862
Pardies,43.3858,-0.5879,-0.12346777
Passy,45.954,6.7398,-0.53030324
Passy PASSY,45.91642,6.72592,-0.32502377
Perles-et-Castelet,42.7179,1.774,-0.7591416
Pied borne PIED DE BORNE - Pied-de-Borne Hydroelectric Power Station France,44.47198,3.98867,-0.2725588
Pierre benite Pierre Benite Hydroelectric Power Station France - Pierre Benite Hydroelectric Power Station France,45.702,4.842,0.038259137
Pinet Hydroelectric Power Station France - Pinet Hydroelectric Power Station France,44.07,2.805,-0.45535487
Plouasne,48.3118,-2.0078,-0.67639816
Pointis-Inard,43.0837,0.7971,-0.73637617
Pointis-de-Rivière,43.0911,0.6255,-0.5320878
Pont-de-Roide,47.3853,6.7628,-0.69346666
Pontcharra,45.43293,6.03032,-0.66596156
Port-Mort,49.1697841,1.3876834,0.115806766
Portillon le Portillon (Le) Hydroelectric Power Station France - Portillon (Le) Hydroelectric Power Station France,42.733,0.553,-0.66231436
Poses,49.3096743,1.2362412,0.2387288
Pouget POUGET 4 - Pouget (Le) Hydroelectric Power Station France,44.0597,2.77,-0.45590654
Pragneres Hydroelectric Power Station France,42.8211,0.01033,-0.39548165
Pralognan-la-Vanoise,45.3501,6.7208,-0.5861457
Prayssac,44.502783,1.1732197,-0.4193172
Queige,45.71916667,6.49861111,-0.64405686
Quinson Quinson Hydroelectric Power Station France - Quinson Hydroelectric Power Station France,43.699,6.051,-0.38297516
Rabodanges,48.8003,-0.2895,-0.54994094
Rance tidal RANCE - Rance Tidal Hydroelectric Power Station France,48.6180022,-2.0238876,0.26387328
Randens RANDENS,45.52711,6.31996,-0.44536
Revin REVIN 1 - Revin Pump Storage Hydroelectric Power Station France,49.92556,4.61331,-0.6034685
Rhinau RHINAU - Rhinau Hydroelectric Power Station France,48.28412,7.67728,0.19722676
Rhue Rhue (La) Hydroelectric Power Station France - Rhue (La) Hydroelectric Power Station France,45.415,2.499,-0.66716844
Roanne,46.0451,4.0801,-0.3738743
Romanche-Gavet,45.1171846,5.9590868,-0.40736115
Roquebillière,44.02138889,7.30722222,-0.41147614
Sablons PEAGE DE ROUSSILLON - Sablons Hydroelectric Power Station France,45.307,4.797,0.14413407
Sail-sous-Couzan,45.7367,3.9618,-0.69120276
Saint cassien Saint Cassien Hydroelectric Power Station France - Saint Cassien Hydroelectric Power Station France,43.602,6.841,-0.61724585
Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France,43.52741,5.07342,-0.14695564
Saint dalmas Saint Dalmas Hydroelectric Power Station France - Saint Dalmas Hydroelectric Power Station France,44.047,7.586,-0.37188762
Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France,43.69049,5.38489,-0.34503087
Saint georges commiers Saint Georges de Commiers Hydroelectric Power Station France - Saint Georges de Commiers Hydroelectric Power Station France,45.006,5.687,-0.38540697
Saint guillerme SAINT GUILLERME - St. Guillerme Hydroelectric Power Station France,45.03048,6.07914,-0.5642159
Saint pierre cognet,44.87249,5.77319,-0.50594515
Saint-Alban-des-Villards,45.3146,6.2362,-0.697069
Saint-Barthélemy-de-Séchilienne,45.0397,5.8221,-0.7617655
Saint-Barthélemy-le-Plain,45.0453,4.7436,-0.5942247
Saint-Christophe-en-Oisans,44.9289,6.2441,-0.19375367
Saint-Cézaire-sur-Siagne,43.6597,6.8033,-0.57555217
Saint-Dalmas-le-Selvage,44.2894,6.841,-0.617969
Saint-Denis-des-Murs,45.7797,1.5295,-0.63027954
Saint-Firmin,44.7936,6.0261,-0.6352724
Saint-Flour/Centrale hydroelectrique EDF de Sauviat,45.7102,3.5096,-0.5854663
Saint-Gervais-d'Auvergne,46.0192,2.8311,-0.5977512
Saint-Gervais-les-Bains,45.857,6.741,-0.6876941
Saint-Girons,42.9756,1.1531,-0.5317199
Saint-Jean-de-Maurienne,45.2719,6.3455,-0.4876507
Saint-Jeoire,46.1387,6.4645,-0.7177506
Saint-Julien-Mont-Denis,45.2803,6.4175,-0.71575123
Saint-Julien-le-Petit,45.8223,1.7051,-0.57936937
Saint-Laurent-du-Var,43.6865,7.1823,-0.40210155
Saint-Laurent-en-Beaumon,44.89527778,5.85805556,-0.6611575
Saint-Laurent-en-Royans,45.0098,5.3463,-0.71338123
Saint-Lizier,43.0002,1.1292,-0.42114908
Saint-Léonard-de-Noblat,45.841,1.4954,-0.69507706
Saint-Mamet-la-Salvetat,44.8566,2.3054,-0.43750703
Saint-Martin-du-Var,43.8162,7.1996,-0.713354
Saint-Maurice-Navacelles,43.8448,3.5064,-0.55076706
Saint-Maurice-de-Lignon,45.2330869,4.1547189,-0.61649406
Saint-Maurice-en-Valgodemard,44.7984,6.1126,-0.5533762
Saint-Paul-sur-Ubaye,44.559,6.8207,-0.31886715
Saint-Pierre-Chérignat,45.9602,1.6139,-0.7425514
Saint-Pierre-en-Faucigny,46.0468,6.37475,-0.64289606
Saint-Priest-Taurion,45.9063392,1.4122593,-0.50073546
Saint-Étienne-de-Cuines,45.3454,6.2602,-0.6228577
Sainte Helene - La Coche,45.49667,6.51038,-0.41966206
Sainte croix,43.73687,6.13423,-0.2177892
Sainte tulle i&ii Sainte Tulle I&II Hydroelectric Power Station France - Sainte Tulle I&II Hydroelectric Power Station France,43.787,5.774,-0.35335878
Sainte-Agnès,45.2106,5.96,-0.6189249
Sainte-Foy-Tarentaise,45.5844,6.9414,-0.12250004
Sainte-Marie-de-Cuines,45.3191,6.2942,-0.6618105
Salignac Salignac Hydroelectric Power Station France - Salignac Hydroelectric Power Station France,44.138,5.979,-0.16057478
Salon Salon Hydroelectric Power Station France - Salon Hydroelectric Power Station France,43.633,5.114,-0.18235013
Sarrans SARRANS - Sarrans Hydroelectric Power Station France,44.82942,2.74042,-0.070731424
Sassenage,45.20856,5.65681,-0.567182
Sault brenaz Sault Brenaz Hydroelectric Power Station France - Sault Brenaz Hydroelectric Power Station France,45.846,5.418,0.054929823
Saussaz SAUSSAZ,45.20992,6.47663,-0.36523494
Saut mortier Saut Mortier Hydroelectric Power Station France - Saut Mortier Hydroelectric Power Station France,46.372,5.642,-0.46091142
Sautet le Sautet (Le) Hydroelectric Power Station France - Sautet (Le) Hydroelectric Power Station France,44.817,5.908,-0.30909514
Sauto,42.5155,2.1488,-0.594363
Serdinya,42.5763,2.3226,-0.33713317
Serre poncon SERRE PONCON - Serre Poncon Hydroelectric Power Station France,44.47095,6.26967,-0.2019109
Servières-le-Château,45.1402,2.0225,-0.7352572
Seyssel Hydroelectric Power Station France - Seyssel Hydroelectric Power Station France,45.971,5.834,0.389796
Sisteron SISTERON 1 - Sisteron Hydroelectric Power Station France,44.17517,5.95215,0.48601866
Soulom Soulom Hydroelectric Power Station France - Soulom Hydroelectric Power Station France,42.953,-0.069,-0.30112538
St etienne cantales ST ETIENNE CANTALES - Saint Etienne Cantales Hydroelectric Power Station France,44.94516,2.21906,-0.09613346
Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France,48.52561,7.79456,-0.08010384
Teich Teich Hydroelectric Power Station France - Teich Hydroelectric Power Station France,42.71,1.864,-0.6189809
Teillet-Argenty,46.2627,2.517,-0.6643891
Tende,44.0996,7.5403,-0.59777933
Tet (La) Hydroelectric Power Station France - Tet (La) Hydroelectric Power Station France,42.553,2.267,-0.49055928
Thuès-Entre-Valls,42.5036,2.23,-0.6744715
Tolla,41.9637369,8.9663116,0.44648817
Toulouse/Bazacle Complex,43.60277778,1.4325,0.13557298
Tramezaygues,42.7442,0.41,-0.51029307
Triouzoune Hydroelectric Power Station France - Triouzoune Hydroelectric Power Station France,45.347,2.349,-0.6310555
Truel Truel Hydroelectric Power Station France - Truel Hydroelectric Power Station France,44.06,2.769,-0.1244099
Tuilieres Tuilieres Hydroelectric Power Station France - Tuilieres Hydroelectric Power Station France,44.845,0.633,0.0073717437
Usson,45.5271,3.3419,-0.5900059
Uzerche,45.4242,1.5653,-0.5452966
Val beynette Val Beynette Hydroelectric Power Station France - Val Beynette Hydroelectric Power Station France,45.416,2.372,-0.34627578
Valentine,43.09666667,0.70083333,-0.3664225
Vallabregues VALLABREGUES - Beaucaire Hydroelectric Power Station France,43.82415,4.64349,0.18110637
Varilhes,43.0551,1.6343,-0.72863466
Vaufrey,47.3405,6.9306,-0.62956643
Vaugris Vaugris Hydroelectric Power Station France - Vaugris Hydroelectric Power Station France,45.495,4.826,0.22261442
Venthon,45.69389,6.40457,-0.5607941
Villar-d'Arêne,45.0001,6.3639,-0.09943384
Villard-sur-Doron,45.7274,6.5193,-0.7382703
Villarodin VILLARODIN 1 - Villarodin Hydroelectric Power Station France,45.21466,6.71208,-0.12783685
Villaroger,45.5574,6.8693,-0.4195438
Villefranche-de-Panat,44.0976,2.7161,-0.63639396
Villelongue,42.9429,-0.0167,-0.61786026
Villerest Hydroelectric Power Station France - Villerest Hydroelectric Power Station France,45.9869,4.04938,-0.42739457
Vinon Vinon Hydroelectric Power Station France - Vinon Hydroelectric Power Station France,43.725,5.827,-0.40319762
Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France,48.0203,7.57393,0.08467932
Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,46.39734,5.66556,0.072679274
Voutezac,45.2928,1.4406,-0.711317
Zicavo,41.8845,9.167,-0.5233477
Épierre,45.4523,6.3254,-0.6005218
Atshesi (Atsi) Hydroelectric Power Plant Georgia,41.5841,41.8903,-0.25763592
Chitakhevi Hydroelectric Power Plant Georgia,41.7914,43.302,-0.43552873
Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,42.2629,42.9582,-0.7054391
Gumati I and II Hydroelectric Power Plants Georgia,42.3202,42.704,-0.058277894
Inguri (Enguri) Dam Hydroelectric Power Station Georgia,42.7584,42.0309,0.070341885
Khrami I Hydroelectric Power Plant Georgia,41.5489,44.1235,-0.39883134
Khrami II Hydroelectric Power Plant Georgia,41.5461,44.1277,-0.4626175
Lajanuri Hydroelectric Power Plant Georgia,42.589,42.8519,-0.30910245
Ortachala Hydroelectric Power Plant Georgia,41.6831,44.8266,-0.121241525
Rioni Hydroelectric Power Plant Georgia,42.2006,42.7258,-0.47818497
Satskhenisi Hydroelectric Power Plant Georgia,41.7048,44.9328,-0.44256026
Shaori Hydroelectric Power Plants Georgia,42.3637,43.0034,-0.5447585
Vardnili I Hydroelectric Power Plant Georgia,42.6524,41.7619,-0.47218862
Vartsikhe Cascade Hydroelectric Power Plants Georgia,42.1545,42.7088,-0.010016764
Zahesi Hydroelectric Power Plant Georgia,41.8226,44.76,-0.2616829
Zhinvali Hydroelectric Power Plant Georgia,42.1349,44.7721,-0.5180522
Albbruck dogern,47.5985,8.171,0.34279117
Altheim,48.5837,12.2186,-0.32027996
Altusried M2,47.817052,10.227499,-0.27483922
Alzwerke,48.18324,12.85345,-0.472913
Aufkirchen,48.3066864,11.858847,-0.6273131
Bergheim,48.750807,11.273237,-0.1268973
Bertoldsheim,48.735932,11.020923,-0.13590679
Bigge,51.093173,7.86272,0.35871854
Bittenbrunn,48.734459,11.14382,-0.06850213
Bleiloch,50.52438482,11.71438694,-0.05800691
Bobingen M1,48.26,10.8,-0.70326746
Dessau,47.739292,10.825702,-0.071736544
Dettingen,48.11222222,10.13277778,-0.46821645
Detzem,49.810941,6.843882,-0.27597657
Dingolfing,48.63404,12.48369,0.06292817
Dornau,47.8001993,10.9026434,-0.37563324
Egglfing,48.3202287,13.31740725,-0.3492923
Eitting,48.3585905,11.8821921,-0.4522539
Ellgau,48.596746,10.8789,-0.15790202
Enkirch,49.97667,7.127777,0.05117405
Erzhausen PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,51.89912,9.92452,-0.31438473
Ettling,48.6960722,12.7977619,-0.68157285
Faimingen,48.558394,10.411764,-0.1916599
Fankel,50.123918,7.225915,0.00023320923
Fluhmühle,47.839568,10.192668,-0.3509779
Gars,48.15395,12.31107,-0.36469433
Geesthacht,53.41888889,10.39388889,-0.37328163
Geisling,48.974806,12.344002,0.02484065
Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,50.50975864,11.02087498,-0.34753993
Großaitingen M1,48.23,10.76,-0.4981047
Gummering,48.622456,12.398037,0.010701831
Haeusern Schluchsee,47.755001,8.188,-0.21164316
Haminan höyrykattilalaitos,51.520132,14.337383,-0.34527907
Heimbach,50.628568,6.451776,-0.59288204
Hemfurth,51.167139,9.046832,-0.2724352
Hohenwarte,50.61433423,11.49212837,-0.1655436
Höchstädt,48.603156,10.582724,-0.19219683
Ingolstadt,48.750317,11.412153,-0.0013202576
Inningen M1,48.29,10.83,-0.49251685
Jettenbach,48.177714,12.381857,-0.058475655
KW Gundelsheim,49.280578,9.156055,-0.29029283
KW Öpfingen,48.29463,9.830391,-0.41576642
Kachlet,48.5797112,13.4082738,-0.05574836
Kaufering,48.084026,10.864936,-0.27449936
Koblenz,50.365855,7.58171,0.09080195
Koepchenwerk Koepchenwerk - Koepchenwerk II (Herdecke) Pumped Storage Power Plant Germany,51.41048,7.45314,-0.14922571
Kraftwerk Rothenfels,49.90018,9.58676,-0.13493954
Landau,48.667862,12.660027,0.017662317
Laufwasserkraftwerk Hengstey,51.400404,7.45204,-0.15256763
Legau M1,47.869845,10.181145,-0.23983926
Lehmen,50.274724,7.458957,0.3035582
Leitzach,47.873938,11.87099,-0.21445684
Markersbach PSW Markersbach PSS A - Markersbach Pumped Storage Power Plant Germany,50.51938,12.87976,-0.38576743
Meitingen,48.546994,10.86507,-0.38202247
Merching,48.2704497,10.9773463,-0.36175454
Mittelstetten M1,49.21,10.72,-0.6507727
Müden,50.18416667,7.33277778,0.12855205
Mühltal,47.99629724,11.48542787,-0.4833029
Neef,50.087362,7.135809,0.032096006
Niederaichbach,48.6039132,12.3023425,-0.24647336
Niederwartha,51.09153428,13.60982895,-0.24906538
Nußdorf,47.74444,12.1348886,0.21526016
Obernach,47.554694,11.291366,-0.36640292
Oberpeiching,48.646423,10.879086,-0.0265181
PSW Hohenwarte II PSS A,50.615002,11.492,-0.18288088
Perach,48.0261021,12.789632,-0.5079897
Pfrombach,48.44132,11.99233,-0.41152388
Pielweichs,48.76166667,12.87027778,0.15523249
Prem,47.692726,10.797592,-0.2034193
Prittriching,48.21062,10.904933,-0.053297527
Psw langenprozelten,50.05313,9.58137,-0.46801993
Psw vianden Vianden 1 - Vianden Pumped Storage Power Plant Luxembourg,49.95156713,6.180031287,-0.53248334
Pumpspeicherkraftwerk glems,48.50499,9.28692,-0.36739558
Pumpspeicherwerk rönkhausen Rönkhausen Pumped Storage Power Plant Germany - Rönkhausen Pumped Storage Power Plant Germany,51.22475,7.99281,-0.24000308
Radag,47.58629,8.13207,-0.3996565
Rain,48.692383,10.897786,-0.27362916
Reckingen,47.57122,8.338716,-0.19341421
Reisach,49.53002,12.28481,-0.3171117
Rheinfelden,47.56990573,7.810113464,0.07779725
Rheinkraftwerk iffezheim Rheinkraftwerk Iffezheim,48.83135,8.11216,-0.34167737
Rosenheim,47.83825,12.15333,0.28656474
Roßhaupten,47.651451,10.735525,-0.63895977
Rudolf fettweis werk,48.67128595,8.354376729,-0.3907517
Scheuring,48.180229,10.8833102,0.099174686
Schwabmünchen M1,48.191,10.729,-0.26171845
Schwabstadl,48.148375,10.867023,0.12735428
Schwammenauel,50.628507,6.479111,-0.61067003
Schwarzenbach,48.6559308,8.3262275,0.36652645
Serrig,49.566954,6.592348,-0.16501297
Sorpesee,51.3510404,7.9680569,-0.26813057
Stammham,48.24932,12.86469,-0.5781802
Straubing,48.89659,12.55752,-0.40351185
Säckingen,47.5619736,7.95484645,-0.5588147
Säckingen run-of-river,47.55828,7.9558,-0.20774175
Tannheim,48.00795,10.118537,-0.44701582
Tanzmühle,49.552216,12.281256,-0.50615585
Teufelsbruck,48.11444444,12.27194444,0.17053221
Trier,49.728029,6.624451,0.040297337
Töging,48.2518176,12.5873078,-0.4740544
Unterbergen,48.237449,10.92718,-0.002868338
Unteropfingen,48.0612649,10.1284379,-0.59334046
Uppenborn,48.473474,11.95481,-0.22147264
Uppenborn 2,48.5152,12.101,-0.3910706
Urspring,47.71598,10.825785,0.32376176
Vohburg,48.778103,11.60119,-0.18276529
WKW Großarmschlag Hauptkraftwerk,48.883166,13.359728,-0.65433097
WKW II/ Alzarkraftwerke Heider,48.068,12.576,-0.49936837
WKW III,48.154,12.652,-0.596561
Walchensee,47.631354,11.337054,-0.5824897
Waldeck I Pumped Storage Power Plant Germany - Waldeck I Pumped Storage Power Plant Germany,51.166,9.0461,-0.29761538
Waldeck bringhausen Waldeck II M5 - Waldeck II Pumped Storage Power Plant Germany,51.167139,9.046832,-0.2724352
Waldshut Schluchsee,47.61777,8.1926,-0.15214685
Wasserburg,48.05699,12.22074,-0.49872857
Wasserkraftanlage Odertalsperre,51.646122,10.504712,-0.62068635
Wasserkraftanlage Okertalsperre,51.86256,10.471185,-0.69286287
Wehr Kraftwerk Wehr - Wehr Pumped Storage Hydroelectric Power Plant Germany,47.64529898,7.91819945,-0.5889359
Wendefurth Wendefurth Pumped Storage Power Plant Germany - Wendefurth Pumped Storage Power Plant Germany,51.74223,10.91879,-0.30485103
Weserkraftwerk bremen,53.061134,8.864937,-0.14645404
Wintrich,49.879784,6.948762,0.18208367
